;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cennik obowiązuje od dnia 7 lutego 2014 r.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Opakowanie jednostkowe;;;;;Karton wewnętrzny;;;;;Karton duży;;;;;;
Kod towaru;Nazwa artykułu;NOWOŚĆ;Cena netto katalogowa;;Kategoria;Podkategoria;Opis;Opis cech;Opis dodatkowy;Podstawowy materiał wykonania;Dodatkowy materiał wykonania;Kategoria zdobienia;Sugerowana technika zdobienia;Liczba kolorów;Długość obszaru;Szerokość obszaru;Długość produktu;Szerokość produktu;Wysokość produktu;Materiał wykonania opakowania;Rodzaj opakowania jedn.;Kolor opakowania jedn.;Baterie;Cechy specyficzne;Kolor podstawowy;Kolor dodatkowy;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Ilość w jednostkach podstawowych;Ilość na palecie wysyłkowej
R73994.08;Brelok Ludzik, czerwony;;2,95 zł;;Na promocje;Antystresy;Wykonany z poliuretanu antystresowy brelok w kształcie ludzika. Pakowany w woreczek foliowy.;;;poliuretan;;A3;tampodruk;1;15;13;50.0;70.0;30.0;folia;woreczek foliowy;bezbarwny;;;czerwony;żółty;;;;;;1.8;1.4;480.0;400.0;80.0;9.0;7.0;600.0;370.0;500.0;500;4000
R73995;Antystres jo-jo;;3,20 zł;;Na promocje;Antystresy;Jo-jo anystresowe z poliuretanu. Pakowane  w woreczek foliowy. Logo naniesiemy na brelok techniką tampondruku możliwy jest nadruk tylko w 1 kolorze!;;? 57 mm;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;Czarny;żółty;;;;;;;;;;;;7.5;6.5;440.0;380.0;380.0;250;6000
R73996;Antystres - brelok;;1,98 zł;;Na promocje;Antystresy;Poliuretanowy brelok antystresowy. Pakowany  w woreczek foliowy. Logo naniesiemy na brelok techniką tampondruku. Uwaga-możliwy jest nadruk tylko w jednym kolorze!;;? 40 mm;poliuretan;metal;A3;tampodruk;1;15;15;40.0;40.0;40.0;folia;woreczek foliowy;bezbarwny;;Czarny;żółty;;;;;;;;;;;;5.5;4.5;410.0;200.0;400.0;500;40000
R73997;Antystres Happy;;3,15 zł;;Na promocje;Antystresy;Piłeczka anystresowa z poliuretanu. Pakowany  w woreczek foliowy. Logo naniesiemy na brelok techniką tampondruku - możliwy jest nadruk tylko w 1 kolorze!;;? 57 mm;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;Czarny;żółty;;;;;;;;;;;;7.0;6.0;440.0;370.0;370.0;250;6000
R74010;Drewniana temperówka;;2,75 zł;;Na promocje;Dla dzieci;Drewniana temperówka z nadrukiem popularnego emotikonu „Smile”. Pakowana w woreczek foliowy.;;;drewno;;A1;tampodruk;4;20;10;36.0;40.0;36.0;folia;woreczek foliowy;bezbarwny;;;żółty;brązowy;;;;;;2.0;1.8;390.0;300.0;100.0;10.0;9.0;420.0;320.0;540.0;500;8000
R74011;Zakładka koniczynka;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie koniczynki. Pakowana w woreczek foliowy.;;;drewno;;A2;tampodruk;4;30;8;104.0;45.0;4.0;folia;woreczek foliowy;bezbarwny;;;czerwony;zielony;;;;;;0.6;0.5;280.0;180.0;100.0;6.0;5.0;540.0;300.0;280.0;1000;30000
R74012;Zakładka słoneczko;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie słoneczka. Pakowana w woreczek foliowy.;;;drewno;;A2;tampodruk;4;27;8;110.0;57.0;7.0;folia;woreczek foliowy;bezbarwny;;;niebieski;żółty;;;;;;0.6;0.5;280.0;180.0;100.0;6.0;5.0;540.0;300.0;380.0;1000;20000
R74018.04;Ponczo brelok, niebieskie;;3,55 zł;;Na promocje;Dla dzieci;Ponczo w plastikowym pudełku. Pudełko z dużym miejscem na nadruk może zostać z łatwością przytroczone do paska lub plecaka. Wykonane z folii ponczo ma uniwersalny rozmiar. Pakowane w woreczek foliowy.;;;Folia;Plastik;A1;tampodruk;4;25;25;65.0;65.0;65.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;1.5;1.31;345.0;340.0;85.0;12.0;10.5;700.0;360.0;350.0;200;3000
R74018.06;Ponczo brelok, białe;;3,55 zł;;Na promocje;Dla dzieci;Ponczo w plastikowym pudełku. Pudełko z dużym miejscem na nadruk może zostać z łatwością przytroczone do paska lub plecaka. Wykonane z folii ponczo ma uniwersalny rozmiar. Pakowane w woreczek foliowy.;;;Folia;Plastik;A1;tampodruk;4;25;25;65.0;65.0;65.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;1.5;1.31;345.0;340.0;85.0;12.0;10.5;700.0;360.0;350.0;200;3000
R74018.08;Ponczo brelok, czerwony;;3,55 zł;;Na promocje;Dla dzieci;Ponczo w plastikowym pudełku. Pudełko z dużym miejscem na nadruk może zostać z łatwością przytroczone do paska lub plecaka. Wykonane z folii ponczo ma uniwersalny rozmiar. Pakowane w woreczek foliowy.;;;Folia;Plastik;A1;tampodruk;4;25;25;65.0;65.0;65.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;1.5;1.0;345.0;340.0;85.0;12.0;10.5;700.0;360.0;350.0;200;3000
R74019.06;Pojemnik na spinacze;;5,80 zł;;Na promocje;Dla dzieci;Pojemnik na spinacze z dużym miejscem na logo. Wykonany z nieprzezroczystego plastiku. W komplecie 20 spinaczy. Pojemnik pakowany w woreczek foliowy.;;;Plastik;;A1;tampodruk;4;40;30;83.0;42.0;90.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;0.9;0.75;170.0;230.0;75.0;9.0;7.5;520.0;370.0;250.0;100;2400
R74020.04;Pojemnik na spinacze, niebieski;;2,65 zł;;Na promocje;Dla dzieci;Wykonany z nieprzezroczystego plastiku pojemnik na spinacze. Dołączone 10 spinaczy. Pojemnik pakowany w woreczek foliowy.;;;Plastik;;A1;tampodruk;4;60;10;80.0;33.0;86.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;1.88;1.5;430.0;230.0;90.0;7.5;6.0;450.0;380.0;245.0;200;4800
R74021.06;Pojemnik na spinacze, biały;;2,85 zł;;Na promocje;Dla dzieci;Wykonany z plastiku pojemnik na spinacze w kształcie domku. Dołączone 20 spinaczy. Pakowany w woreczek foliowy.;;;Plastik;;A1;tampodruk;4;40;16;58.0;58.0;58.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;3.6;3.2;570.0;300.0;130.0;18.0;16.0;590.0;300.0;635.0;500;5000
R74023;Zakreślacz;;7,55 zł;;Na promocje;Dla dzieci;Zestaw 3 zakreślaczy w etui z plastiku. Zakreślacze mają strukturę kredki świecowej dzięki temu nie wysychają. Kolory: neonowy żółty, różowy oraz zielony. Pakowane w woreczek foliowy.;;;Plastik;;A1;tampodruk;4;40;30;115.0;48.0;16.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;2.88;2.5;250.0;250.0;90.0;11.5;10.0;500.0;270.0;200.0;200;9600
R85301;Piłka nożna mini;;7,90 zł;;Na promocje;Dla dzieci;Dwuwarstwowa piłka w rozmiarze 1 z flagami państw europejskich potęg futbolowych. Waga 120 gram. Wykonana z PU, szyta maszynowo nylonowymi nićmi. Pakowana w woreczek foliowy.;;;PU;;;;;;;140.0;140.0;140.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;13.0;12.0;700.0;450.0;280.0;100;1200
R89495;Teczka A4;EOY 2013;34,90 zł;;Do biura;Teczki konferencyjne;Teczka wykonana z solidnej ekoskóry, zamykana elastyczną taśmą. Wyposażona w notatnik w linię (25 kartek), przegrodę na dokumenty A4, dwie przegródki na wizytówki i uchwyt na długopis (długopis nie jest dołączony). Pakowana w woreczek foliowy.;;;ekoskóra, papier;;L2;laser;1;30;30;235.0;300.0;16.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;13.5;13.0;465.0;245.0;320.0;25;
R89499;Teczka A4;EOY 2013;79,50 zł;;Do biura;Teczki konferencyjne;Teczka na dokumenty A4 z wysuwaną rączką wykonaną z wysokiej jakości ekoskóry, zapinana na zamek. Wyposażona w notatnik (30 kartek w linię), kieszeń na dokumenty (na zamek) oraz wiele przegródek. Długopis nie jest dołączony. Pakowana w woreczek foliowy.;;;ekoskóra;;L2;laser;1;30;30;255.0;345.0;30.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;15.5;14.5;460.0;275.0;360.0;15;
R91707;Teczka A4;;32,90 zł;;Do biura;Teczki konferencyjne;Wykonana z ekoskóry atrakcyjna cenowo czarna teczka wyposażona w kieszonkę na wizytówki, przegródkę na dokumenty oraz wkład papierowy A4. Pakowana w pudełko kartonowe. Logo umieścimy na oprawie teczki lub w jej wnętrzu na kieszonce metodą grawerki laserowej. Długopis nie jest dołączony.;A4;;eko-skóra;;L2;laser;1;30;30;320.0;20.0;240.0;karton;pudełko kartonowe;biały;;;czarny;;0.76;0.75;250.0;320.0;30.0;;;;;;18.2;15.2;505.0;310.0;355.0;20;600
R91710;Teczka konferencyjna na zamek;;59,90 zł;;Do biura;Teczki konferencyjne;Wykonana z ekoskóry czarna teczka konferencyjna A4 z kalkulatorem. Zapinana na zamek. Posiada aż 7 kieszonek,  przegródki na dokumenty, uchwyt na długopis oraz kieszeń z zamkiem. Praktyczna teczka biznesowa wyposażona we wkład papierowy A4 (20 kartek w linie). Pakowana w kartonowe pudełko. Długopis nie jest dołączony.;A4, z zamkiem;;eko-skóra;;L2;laser;1;30;30;340.0;25.0;260.0;karton;pudełko;biały;;;czarny;;0.93;0.92;265.0;347.0;33.0;;;;;;22.0;18.5;550.0;370.0;365.0;20;320
R91712;Teczka konferencyjna na zamek;;79,90 zł;;Do biura;Teczki konferencyjne;Wykonana z ekoskóry czarna teczka konferencyjna A4 z poręcznym uchwytem. Wyposażona w kalkulator, wkład papierowy A4, metalowy ring, uchwyt na długopis oraz kieszonkę z zamkiem. Posiada także kieszonki na wizytówki oraz przegródki na dokumenty. Pakowana w kartonowe pudełko. Logo umieścimy na oprawie techniką grawerki laserowej. Długopis nie jest dołączony.;A4, z kalkulatorem i zamkiem;Długopis nie dołączony;eko-skóra;;L2;laser;1;30;30;340.0;40.0;250.0;karton;pudełko;biały;;;czarny;;1.17;1.16;267.0;345.0;60.0;;;;;;17.0;14.0;550.0;360.0;365.0;12;192
R91731.04;Teczka konferencyjna A4, czarno-niebieska;;36,90 zł;;Do biura;Teczki konferencyjne;Teczka konferencyjna z ekoskóry ozdobiona kontrastowymi elementami. Wyposażona w przegrodę na dokumenty, kieszonkę na wizytówki, uchwyt na długopis oraz wkład papierowy A4. Pakowana w białe pudełko kartonowe. Logo naniesiemy na teczkę techniką grawerki laserowej. Długopis nie jest dołączony.;;Długopis nie jest dołączony;ekoskóra;;L2;laser;4;40;25;235.0;325.0;20.0;karton;pudełko;biały;;;czarny;niebieski;0.73;0.6;250.0;335.0;35.0;;;;;;14.7;12.0;515.0;320.0;355.0;20;600
R91731.08;Teczka konferencyjna A4, czarno-czerwona;;36,90 zł;;Do biura;Teczki konferencyjne;Teczka konferencyjna z ekoskóry ozdobiona kontrastowymi elementami. Wyposażona w przegrodę na dokumenty, kieszonkę na wizytówki, uchwyt na długopis oraz wkład papierowy A4. Pakowana w białe pudełko kartonowe. Logo naniesiemy na teczkę techniką grawerki laserowej. Długopis nie jest dołączony.;;Długopis nie jest dołączony;ekoskóra;;L2;laser;4;40;25;235.0;325.0;20.0;karton;pudełko;biały;;;czarny;czerwony;0.73;0.6;250.0;335.0;35.0;;;;;;14.7;12.0;515.0;320.0;355.0;20;600
R91738.41;Teczka konferencyjna;;49,80 zł;;Do biura;Teczki konferencyjne;Teczka konferencyjna ze skóry ekologicznej, z zaczepem na długopis. W środku notatnik A4 , kieszonki na wizytówki oraz na dokumenty. Pakowana w białe kartonowe opakowanie. Logo naniesiemy na teczkę techniką grawerki laserowej.;;Długopis nie jest dołączony;ekoskóra;;L2;laser;1;30;30;370.0;330.0;25.0;karton;pudełko;biały;;;czarny;;0.97;0.87;285.0;330.0;30.0;;;;;;19.4;17.4;590.0;315.0;350.0;20;480
R91740.04;Teczka konferencyjna A4;;22,90 zł;;Do biura;Teczki konferencyjne;Teczka konferencyjna z zaczepem na długopis. W środku notatnik A5, kieszonki na wizytówki oraz na dokumenty. Pakowana w woreczek foliowy. Logo naniesiemy na teczkę technika sitodruku.;;Długopis nie jest dołączony;polyester 600d;;B5;sitodruk;4;130;200;230.0;320.0;10.0;folia;woreczek foliowy;bezbarwny;;;czarny;niebieski;;;;;;;;;;;15.0;13.5;510.0;330.0;340.0;40;1120
R91746;Teczka na dokumenty;;34,90 zł;;Do biura;Teczki konferencyjne;Zamykana na zamek teczka na dokumenty A4. Wykonana z mikrofibry. W środku notatnik A4, uchwyt na długopisy, kieszonki na wizytówki. Pakowana w woreczek foliowy. Logo naniesiemy technika sitodruku.;;;mikrofibra;;B5;sitodruk;4;200;90;330.0;260.0;25.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;13.0;11.0;495.0;265.0;345.0;20;480
R91807;Torba na laptopa;;39,95 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Wykonana z poliestru 600D i PCV biznesowa torba na laptopa. Wyposażona w poręczną rączkę posiada wiele przegródek na dokumenty, kieszonkę na wizytówki oraz uchwyty na długopisy. Pakowana w worek foliowy. Można ją także nosić na pasku przewieszonym przez ramię. Proponujemy naniesienie logo na przedniej kieszeni torby techniką sitodruku.;;;poliester 600D;PVC;B6;sitodruk;4;100;40;410.0;300.0;110.0;folia;woreczek foliowy;bezbarwny;;;czarny;;1.0;0.99;410.0;300.0;70.0;;;;;;20.9;19.9;455.0;650.0;580.0;20;160
R91815;Torba na laptopa;;98,00 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na laptopa wykonana z poliestru 1680 D. Posiada trzy kieszenie oraz wiele przegródek na dokumenty. Mieści laptopa o wymiarach zewnętrznych 30 x 40 cm, w przypadku mniejszych laptopów w głównej kieszeni można wydzielić przegrodę na akcesoria. Pakowana w woreczek foliowy. Logo naniesiemy na torbę techniką sitodruku;;;1680D poliester;PVC;B6;sitodruk;4;150;60;440.0;350.0;90.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;9.0;8.0;635.0;365.0;465.0;8;72
R91820;Torba na garnitur;;79,00 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Wykonana z nylonu 840D torba na garnitur. Torba jest wyposażona w wewnętrzną przegródkę na garnitur i dwie kieszenie wewnętrzne (na  koszulę i krawat). Wodoodporny materiał chroni ubranie przez zamoknięciem. Pakowana w worek foliowy.;;;nylon 840D;;B6;sitodruk;4;150;100;880.0;50.0;550.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;17.0;15.0;590.0;510.0;260.0;20;160
R91822;Torba na garnitur;;34,90 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Elegancka torba na garnitur wykonana z mikrofibry. Pakowana w worek foliowy. Logo naniesiemy techniką sitodruku.;;;mikrofibra;;B6;sitodruk;4;200;200;560.0;50.0;530.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;8.0;7.2;580.0;270.0;240.0;20;720
R91825;Torba na laptopa;;45,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Przystępna cenowo czarna torba na laptopa z mikrofibry z wygodną rączką do noszenia oraz paskiem na ramię. Pakowana w woreczek foliowy. Logo naniesiemy na kieszonkę torby techniką sitodruku. ;;;mikrofibra;;B6;sitodruk;4;90;130;405.0;290.0;80.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;13.5;12.5;460.0;360.0;520.0;25;540
R91826;Torba na laptopa;;49,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Atrakcyjna cenowo torba na laptopa z mikrofibry z wygodną rączką do noszenia oraz paskiem na ramię. Pakowana w woreczek foliowy. Logo naniesiemy na kieszonkę torby techniką sitodruku.;;;mikrofibra;;B6;sitodruk;4;150;45;400.0;300.0;80.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;14.0;13.0;640.0;430.0;330.0;25;480
R91841;Plecak na laptop;;59,90 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Wykonany z żakardu i poliestru wszechstronny plecak na laptop. Pomieści laptop o wymiarach: 30 x 26 x  6 cm. Kolorystyka: 2 odcienie szarości. Plecak posiada 2 duże przegródki (jedna z nich na laptop) i wyposażony jest w 2 dodatkowe kieszonki z przodu. Pakowany w worek foliowy. Logo umieścimy na plecaku techniką sitodruku.;;;żakard;poliester;B6;sitodruk;4;80;40;320.0;140.0;470.0;folia;woreczek foliowy;bezbarwny;;;szary;błękitny;;;;;;;;;;;15.2;14.2;470.0;340.0;700.0;25;225
R91846;Plecak z miejscem na laptopa;;79,90 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Plecak wykonany z eleganckiego nylonu 840 D. Wyposażony w 2 obszerne kieszenie. Pierwsza to przegródka na laptop, dokumenty oraz portfel. Druga kieszeń to miejsce na przenośne biuro. Pakowany zbiorczo.;;;840 D nylon;;B6;sitodruk;4;120;150;300.0;430.0;120.0;;brak;;;;czarny;szary;;;;;;;;;;;14.0;13.0;480.0;390.0;610.0;20;240
R91850.04;Torba na dokumenty - czarno/granatowa;;34,50 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na dokumenty z rączką i paskiem do przewieszenia przez ramię z poliestru 600 D. Pakowana w woreczek foliowy. Logo naniesiemy na kieszeń torby techniką sitodruku. ;;;poliester 600D;;B6;sitodruk;4;200;90;390.0;300.0;80.0;folia;woreczek foliowy;bezbarwny;;;czarny;niebieski;0.43;0.42;390.0;300.0;20.0;;;;;;11.8;10.8;400.0;380.0;400.0;25;600
R91850.05;Torba na dokumenty - czarno/zielona;;29,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na dokumenty z rączką i paskiem do przewieszenia przez ramię z poliestru 600 D. Pakowana w woreczek foliowy. Logo naniesiemy na kieszeń torby techniką sitodruku. ;;;poliester 600D;;B6;sitodruk;4;200;90;390.0;300.0;80.0;folia;woreczek foliowy;bezbarwny;;;czarny;zielony;0.43;0.42;390.0;300.0;20.0;;;;;;11.8;10.8;400.0;380.0;400.0;25;600
R91850.08;Torba na dokumenty - czarno/czerwona;;29,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na dokumenty z rączką i paskiem do przewieszenia przez ramię z poliestru 600 D. Pakowana w woreczek foliowy. Logo naniesiemy na kieszeń torby techniką sitodruku. ;;;poliester 600D;;B6;sitodruk;4;200;90;390.0;300.0;80.0;folia;woreczek foliowy;bezbarwny;;;czarny;czerwony;0.43;0.42;390.0;300.0;20.0;;;;;;11.8;10.8;400.0;380.0;400.0;25;600
R91851.04;Torba na dokumenty - czarno/granatowa;;39,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na dokumenty z rączką i paskiem do przewieszenia przez ramię z poliestru 600 D. Pakowana w woreczek foliowy. Logo naniesiemy na kieszeń torby techniką sitodruku.;;;poliester 600D;;B6;sitodruk;4;250;120;410.0;300.0;105.0;folia;woreczek foliowy;bezbarwny;;;czarny;niebieski;0.43;0.42;410.0;300.0;20.0;;;;;;11.8;10.8;450.0;350.0;500.0;25;400
R91851.05;Torba na dokumenty - czarno/zielona;;39,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na dokumenty z rączką i paskiem do przewieszenia przez ramię z poliestru 600 D. Pakowana w woreczek foliowy. Logo naniesiemy na kieszeń torby techniką sitodruku. ;;;poliester 600D;;B6;sitodruk;4;250;120;410.0;300.0;105.0;folia;woreczek foliowy;bezbarwny;;;czarny;zielony;0.43;0.42;410.0;300.0;20.0;;;;;;11.8;10.8;450.0;350.0;500.0;25;400
R91851.08;Torba na dokumenty - czarno/czerwona;;39,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na dokumenty z rączką i paskiem do przewieszenia przez ramię z poliestru 600 D. Pakowana w woreczek foliowy. Logo naniesiemy na kieszeń torby techniką sitodruku. ;;;poliester 600D;;B6;sitodruk;4;250;120;410.0;300.0;105.0;folia;woreczek foliowy;bezbarwny;;;czarny;czerwony;0.43;0.42;410.0;300.0;20.0;;;;;;11.8;10.8;450.0;350.0;500.0;25;400
R91852;Torba na dokumenty;;24,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Torba na dokumenty w subtelnie dobranej tonacji czerni i szarości wykonana z poliestru. Pakowana w woreczek foliowy. Logo naniesiemy na torbę techniką sitodruku.;;;poliester;;B6;sitodruk;4;120;70;370.0;330.0;85.0;folia;woreczek foliowy;bezbarwny;;;szary;;0.3;0.3;370.0;270.0;15.0;;;;;;9.0;8.0;370.0;280.0;370.0;25;800
R91853.04;Torba na dokumenty - czarno/niebieska;;19,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Poręczna torba na dokumenty wykonana z poliestru. Pakowana w woreczek foliowy. Logo umieścimy w lewym lub prawym rogu torby techniką sitodruku.;;;poliester;;B6;sitodruk;4;100;50;380.0;290.0;140.0;folia;woreczek foliowy;bezbarwny;;;czarny;niebieski;0.3;0.3;380.0;300.0;13.0;;;;;;9.0;8.0;390.0;290.0;340.0;25;800
R91853.08;Torba na dokumenty - czarno/czerwona;;14,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Poręczna torba na dokumenty wykonana z poliestru. Pakowana w woreczek foliowy. Logo umieścimy w lewym lub prawym rogu torby techniką sitodruku. ;;;poliester;;B6;sitodruk;4;100;50;380.0;290.0;140.0;folia;woreczek foliowy;bezbarwny;;;czarny;czerwony;0.3;0.3;380.0;300.0;13.0;;;;;;9.0;8.0;390.0;290.0;340.0;25;800
R91854.04;Torba na dokumenty, niebiesko-czarny;;14,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Wykonana z poliestru torba na dokumenty z usztywniającym obszyciem, wyposażona w pasek o regulowanej długości. Posiada jedną komorę i kieszonkę wewnętrzną. Pakowana w woreczek foliowy. Logo naniesiemy na torbę techniką sitodruku.;;;poliester;;B6;sitodruk;4;130;80;360.0;290.0;120.0;folia;woreczek foliowy;bezbarwny;;;niebieski;granatowy;;;;;;;;;;;9.0;8.0;400.0;350.0;350.0;25;900
R91854.08;Torba na dokumenty, czarno-szary;;14,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Wykonana z poliestru torba na dokumenty z usztywniającym obszyciem, wyposażona w pasek o regulowanej długości. Posiada jedną komorę i kieszonkę wewnętrzną. Pakowana w woreczek foliowy. Logo naniesiemy na torbę techniką sitodruku. ;;;poliester;;B6;sitodruk;4;130;80;360.0;290.0;120.0;folia;woreczek foliowy;bezbarwny;;;szary;czerwony;;;;;;;;;;;9.0;8.0;400.0;350.0;350.0;25;900
R91854.15;Torba na dokumenty, szara;;14,90 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Wykonana z poliestru torba na dokumenty z usztywniającym obszyciem, wyposażona w pasek o regulowanej długości. Posiada jedną komorę i kieszonkę wewnętrzną. Pakowana w woreczek foliowy. Logo naniesiemy na torbę techniką sitodruku. ;;;poliester;;B6;sitodruk;4;130;80;360.0;290.0;120.0;folia;woreczek foliowy;bezbarwny;;;szary;pomarańczowy;;;;;;;;;;;9.0;8.0;400.0;350.0;350.0;25;900
R91860.04;Teczka na dokumenty, niebieska;;5,99 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Teczka na dokumenty w formacie A4. Wykonana z poliestru. Pakowana zbiorczo. Logo naniesiemy na teczkę techniką sitodruku.;;;poliester;;B5;sitodruk;4;200;100;340.0;290.0;10.0;;brak;;;;niebieski;;;;;;;;;;;;11.0;10.0;360.0;310.0;320.0;100;4000
R91860.05;Teczka na dokumenty, zielony;;5,99 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Teczka na dokumenty w formacie A4. Wykonana z poliestru. Pakowana zbiorczo. Logo naniesiemy na teczkę techniką sitodruku.;;;poliester;;B5;sitodruk;4;200;100;340.0;290.0;10.0;;brak;;;;zielony;;;;;;;;;;;;11.0;10.0;360.0;310.0;320.0;100;4000
R91860.08;Teczka na dokumenty, czerwony;;5,99 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Teczka na dokumenty w formacie A4. Wykonana z poliestru. Pakowana zbiorczo. Logo naniesiemy na teczkę techniką sitodruku.;;;poliester;;B5;sitodruk;4;200;100;340.0;290.0;10.0;;brak;;;;czerwony;;;;;;;;;;;;11.0;10.0;360.0;310.0;320.0;100;4000
R91861;Teczka na dokumenty;EOY 2013;5,50 zł;;Podróże i wypoczynek;Torby biznesowe i biurowe;Teczka na dokumenty w formacie A4. Wykonana z poliestru. Pakowana zbiorczo. Odpowiednik torby R91860.02;;;poliester;;B5;sitodruk;4;200;100;340.0;290.0;10.0;;brak;;;;czarny;;;;;;;;;;;;11.0;10.0;360.0;310.0;320.0;100;4000
R91870.02;Etui na laptopa, czarne;;10,90 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Wykonane z 3 mm pianki neoprenowej etui na laptopa (o wymiarach zewnętrznych 37 x 27 x 5 cm (15,4”). Pakowane w woreczek foliowy. Logo naniesiemy na etui techniką sitodruku.;;;Pianka neoprenowa;;B5;sitodruk;4;250;200;400.0;300.0;12.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;6.8;5.8;420.0;320.0;250.0;30;1920
R91870.04;Etui na laptopa, niebieskie;;10,90 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Wykonane z 3 mm pianki neoprenowej etui na laptopa (o wymiarach zewnętrznych 37 x 27 x 5 cm (15,4”). Pakowane w woreczek foliowy. Logo naniesiemy na etui techniką sitodruku.;;;Pianka neoprenowa;;B5;sitodruk;4;250;200;400.0;300.0;12.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;;;;;;6.8;5.8;420.0;320.0;250.0;30;1920
R91870.08;Etui na laptopa, czerwone;;10,90 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Wykonane z 3 mm pianki neoprenowej etui na laptopa (o wymiarach zewnętrznych 37 x 27 x 5 cm (15,4”). Pakowane w woreczek foliowy. Logo naniesiemy na etui techniką sitodruku.;;;Pianka neoprenowa;;B5;sitodruk;4;250;200;400.0;300.0;12.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;;;;;;6.8;5.8;420.0;320.0;250.0;30;1920
